Timestamp,Building_ID,Zone_ID,Hour_of_Day,Day_Type,Peak_Hour,Outdoor_Temperature,Outdoor_Humidity,Temperature,Humidity,CO2,Light_Intensity,Occupancy,Appliance_Load,Voltage,Current,Power_Factor,Energy_Consumption,Past_Energy,Energy_Price,Renewable_Energy,Set_Temperature,HVAC_Status,HVAC_Level,Fan_Speed,Predicted_Energy,HVAC_Action,Optimized_Energy,Comfort_Level,Discomfort_Index
2025-01-01 00:50:00,B001,Z1,0,0,0,27.689013639555355,70.38757819818038,22.81604595429836,60.180061782175656,578,364,6,2.983241485199245,234.9057077000957,19.88162403737155,0.9486254177964659,4.430371895650945,4.12818310415021,8.944846093024026,10.089649131614104,24,0,0,Medium,5.1120074375007905,OFF,4.714502963372878,High,0.11839540457016398
2025-01-01 00:55:00,B001,Z1,0,0,0,22.844589291559053,58.586180574380606,18.0,45.32046788258339,482,606,3,1.0847443951979896,230.29970590877863,7.702155246927764,0.9469236051877601,1.6796569621246946,1.2419644011426711,9.60469137271426,32.24630719866802,24,0,0,Low,2.2124035142782916,OFF,1.6697754871708166,Low,0.6
2025-01-01 01:00:00,B001,Z1,1,0,0,28.37641835939221,63.02704258780511,25.248818362075156,49.29573360334847,513,469,3,1.0317729181160655,216.71484763980843,7.031729736272164,0.9389542721099939,1.4308538600677339,1.2927936310520731,9.353186623128462,35.12118549886097,24,1,0,Low,1.8634151839521427,L3,1.5151329235646656,High,0.12488183620751556
2025-01-01 01:05:00,B001,Z1,1,0,0,26.953524561992886,52.38567089139793,20.974123866462417,43.58001855815069,439,200,1,3.424226254773518,230.30121947127128,15.529116072286879,0.9173704918665097,3.2808603137668424,3.027528657444819,6.851216822871675,25.91453880994857,24,0,0,Medium,3.782958009742126,L1,3.5973582311704106,Medium,0.3025876133537583
2025-01-01 01:10:00,B001,Z1,1,0,0,34.261521932275805,53.274628121845495,26.623820847404833,40.07120213952781,476,290,2,3.3622973723641403,232.10134106700707,5.29179334539048,0.9303905608564855,1.1427357683381665,0.9212069163947793,6.100628767430817,32.03632205205891,24,1,1,Low,1.8299934533420552,OFF,0.8967181181697422,Medium,0.2623820847404833
2025-01-01 01:15:00,B001,Z1,1,0,0,32.32449020894933,43.523703131315386,25.764655595541505,30.254620199567533,427,650,1,2.3989154054608086,221.13657959229005,19.053298198790092,0.8575598717170494,3.613226635906414,3.4339588891173696,8.15866255031793,14.9330484749785,24,1,0,High,3.923290739291573,L2,3.504102902124083,High,0.17646555955415053
2025-01-01 01:20:00,B001,Z1,1,0,0,27.42336802688532,73.90602940594789,23.000111761544836,64.50785119066981,400,86,0,3.417801832996129,239.04734719863367,13.512608365956199,0.8967802314979824,2.8967375197770058,2.7243681766370833,5.779489877335234,17.513237492726795,24,0,0,Medium,3.3616095205780807,L2,3.2151128960888173,High,0.09998882384551636
2025-01-01 01:25:00,B001,Z1,1,0,0,33.17803294663297,81.96746448492905,28.406617293937085,76.91721318083245,578,263,5,1.3225338609894888,212.25841761961146,11.386893195755142,0.8726596635797537,2.1091869312027702,1.8982186502654563,6.103424930085743,14.15690478400511,24,1,2,Medium,2.3845390612059774,L3,1.931696021867031,Medium,0.4406617293937085
2025-01-01 01:30:00,B001,Z1,1,0,0,33.542841112778554,63.174608319475084,30.16866533416467,50.66044745871907,667,546,9,3.1341504359788432,238.13601333743898,14.904083911936695,0.9691017222627218,3.4395349849188426,3.0334065218408286,7.793457297305698,29.844686194779097,24,1,3,Low,4.089812079594033,L3,3.2925598057655083,Low,0.6168665334164671
2025-01-01 01:35:00,B001,Z1,1,0,0,30.33153425645006,49.82919770319283,25.145240247153705,38.82147152629418,613,396,6,1.3130933545378092,237.29717738546566,11.181751265003673,0.9323205991697855,2.4738176256999442,2.0464578035101204,8.799038318609536,28.94268141988352,24,1,0,Low,2.8106983148455034,L2,2.4325737265785583,High,0.11452402471537049
2025-01-01 01:40:00,B001,Z1,1,0,0,20.450624600569746,95.0,18.0,80.71216793750082,484,664,3,3.5109835700443535,235.11980015592206,11.384126580348848,0.9016244690599914,2.413318318282956,2.061685249191803,6.015901996289534,19.59846604924351,24,0,0,High,2.7776307716399455,OFF,2.8125302080814603,Low,0.6
2025-01-01 01:45:00,B001,Z1,1,0,0,24.822890034775174,60.568870928177496,18.84141932276294,48.56968276827663,400,46,0,1.657205518981001,211.954112073165,15.644835366469856,0.9495417367260064,3.148668234053836,2.7617435966828165,5.405747782309263,20.197799469534573,24,0,0,Low,3.8401773636878094,L2,3.5338917639928593,Low,0.5158580677237061
2025-01-01 01:50:00,B001,Z1,1,0,0,32.47228071476943,67.34046436424478,28.553675332096436,52.78042631971935,572,583,6,3.5675750383761855,229.29236317989015,17.455585853800976,0.9654614977610328,3.8641945061705156,3.4720823804857233,7.298622355670943,20.17562523798062,24,1,2,High,4.097449477910511,OFF,3.9176712559137763,Medium,0.45536753320964357
2025-01-01 01:55:00,B001,Z1,1,0,0,39.49224303228624,76.46522103578833,35.0,70.84634685051734,400,7,0,3.5631112861990974,238.17608972028583,9.404562446895419,0.9612001102221807,2.153032409948762,1.8513244933859099,6.126601682210488,25.985145858828602,24,1,3,High,2.9323467729172474,L2,2.5926697896928323,Low,1.0
2025-01-01 02:00:00,B001,Z1,2,0,0,38.030591619023035,66.10434661154042,31.891887716744563,51.749554149340916,551,266,6,1.545000468829573,230.29669850998394,5.415892173535972,0.9024580762458922,1.125601743654839,0.8031380235661598,6.227445587110961,14.401901581747081,24,1,3,Low,1.6433066270627195,L3,1.365035377928011,Low,0.7891887716744563
2025-01-01 02:05:00,B001,Z1,2,0,0,34.492843481939815,55.94402517173937,31.194245865959637,41.16842789207356,425,521,1,2.925742979640805,210.0237279112401,9.931618454993181,0.9470292162178778,1.9753850703019347,1.5972242201530134,6.42497153897634,18.620140211857724,24,1,3,Low,2.697487888047879,L1,2.1096568433436897,Low,0.7194245865959636
2025-01-01 02:10:00,B001,Z1,2,0,0,31.535379728070193,71.29372178874536,27.525063913717798,66.0306698022142,594,264,8,1.0968057378922471,210.0391232532716,11.093297456713932,0.9224913249766004,2.149429207197592,1.700945747045914,8.281671116234897,21.86563905691041,24,1,1,High,2.4172830509051155,OFF,2.4122562138361596,Medium,0.35250639137177975
2025-01-01 02:15:00,B001,Z1,2,0,0,37.13936567717555,61.62984787756699,31.298671502701737,51.43335212541996,463,720,2,2.1245072203749156,219.7360217116267,13.60915067377355,0.9188876000404146,2.7478604339091244,2.4740486540734574,6.043004441034315,11.75175374404415,24,1,3,Medium,3.1499463019417986,L3,2.7170348625991974,Low,0.7298671502701737
2025-01-01 02:20:00,B001,Z1,2,0,0,30.93246938416487,39.65879061037537,26.302702270867982,32.9731820639337,594,408,7,2.4130672984719377,226.598789140959,19.937706421460028,0.8512804623201262,3.8459660630165073,3.639992059743103,6.101972341393185,33.58161961446933,24,1,1,Medium,4.471829385022106,L1,3.689176464927852,Medium,0.23027022708679823
2025-01-01 02:25:00,B001,Z1,2,0,0,29.8092215950794,44.088277323007716,25.745981879769406,30.0,432,585,1,2.4693644385903495,213.62855776780577,14.994928902982636,0.9035433409054467,2.8943610753355733,2.4304841243051643,5.549937283045738,11.889197327366189,24,1,0,High,3.396524155221881,L2,3.393394129833405,High,0.17459818797694063
2025-01-01 02:30:00,B001,Z1,2,0,0,29.005122372797288,80.55174625085269,23.99906064561372,65.71863684712898,478,259,2,3.723041959235297,220.56251412927142,10.582287292561436,0.8668221353887475,2.0232113111074046,1.77198378508662,8.707109575099702,27.47319866999769,24,0,0,Medium,2.2283107589418734,L3,1.9678980824304564,High,9.393543862792341e-05
2025-01-01 02:35:00,B001,Z1,2,0,0,27.86556895221798,59.10376379849854,25.01755957485047,51.22844355008826,473,318,3,1.6481361758933923,229.38503468941383,13.684123987502922,0.8592207815755549,2.697036685162292,2.3629647232782616,8.618349039239988,27.024453911678933,24,1,0,High,2.9733510799457936,L2,3.112033916181962,High,0.10175595748504698
2025-01-01 02:40:00,B001,Z1,2,0,0,34.671460527523685,47.95332780201492,27.487452701022637,33.54937554355742,475,375,2,3.9102896722954807,210.03858998284267,16.72384462079762,0.9138369024905589,3.2099917024115006,2.921927585961332,8.13256394250305,19.51563905225885,24,1,1,High,3.5421487843922823,L2,3.496088527268601,Medium,0.34874527010226364
2025-01-01 02:45:00,B001,Z1,2,0,0,39.307146569569795,46.277242203038305,33.580855070280855,37.39137264797586,435,229,1,3.3202360526069157,235.39747068594858,15.65467595093043,0.9727277008161007,3.584570761069753,3.420316875090285,8.019825111495216,30.02298549268045,24,1,3,Medium,4.169593973071897,OFF,3.533135817055804,Low,0.9580855070280855
2025-01-01 02:50:00,B001,Z1,2,0,0,33.58914331773552,61.12240305136066,26.283208381499026,49.61237170224782,613,522,8,3.6714465119962263,222.72138410224724,18.912267436248424,0.8753522271255193,3.6871292216801757,3.4772503218011828,8.980203776253315,37.688505569237165,24,1,1,Low,4.4869506699825195,L3,3.4759089660327853,Medium,0.22832083814990262
2025-01-01 02:55:00,B001,Z1,2,0,0,28.191052025609316,47.02221656805456,24.663590013498847,32.0406361295209,523,324,4,1.649877700865003,237.98375196877404,6.597235881939254,0.923426980150388,1.4498126305839232,1.2214381830347538,5.89723693674367,17.868477375383502,24,1,0,Low,2.11163846767564,L3,1.1703411080960586,High,0.06635900134988475
2025-01-01 03:00:00,B001,Z1,3,0,0,31.935355221639547,48.86114845657477,29.106051483880798,35.71606552529198,532,212,5,2.636751572260139,222.17517236275447,7.661416471425216,0.9256717368172339,1.5756567003419415,1.1013125545700473,7.884315349564963,19.10518873081831,24,1,2,High,2.1586596664418516,OFF,1.6620493900798794,Medium,0.5106051483880798
2025-01-01 03:05:00,B001,Z1,3,0,0,34.39984985853034,61.633322090617,31.10436606306518,53.16322445067381,590,681,6,3.659540198823196,231.68997512062646,12.899145386867708,0.9589733201029554,2.8659902285248906,2.6311843961981447,6.244861903751841,20.565737380112907,24,1,3,Medium,3.6205741477551463,OFF,3.3370350846690915,Low,0.7104366063065178
2025-01-01 03:10:00,B001,Z1,3,0,0,35.28887997084099,39.3070947508758,31.050647631391204,33.264091856505445,430,216,1,2.4355327706874323,222.82911407563782,11.981392101603767,0.8633743394945296,2.305039390821136,1.8229585735669325,9.599670006451209,17.344693311837503,24,1,3,High,2.6496693081348086,L1,2.6813310179637218,Low,0.7050647631391204
2025-01-01 03:15:00,B001,Z1,3,0,0,35.062279827135555,59.87574596771123,30.188648806561023,51.16866502480134,451,689,2,1.146527650965845,237.1444283997712,14.112158313195904,0.8833294914894593,2.95616789253464,2.552535712201158,7.155609147180408,18.426634689754767,24,1,3,Medium,3.2174972085932216,L1,2.895800115211625,Low,0.6188648806561023
2025-01-01 03:20:00,B001,Z1,3,0,0,35.064010302881336,32.90626955342384,32.54385423246788,30.0,710,552,9,3.16963907054437,211.7502404072689,16.655052376131483,0.9348977142169902,3.297114374808463,2.944833944549037,9.192846787497254,13.95822434982433,24,1,3,Low,3.8697697878545885,L1,3.109613705208825,Low,0.8543854232467879
2025-01-01 03:25:00,B001,Z1,3,0,0,31.724234185846118,76.21741323982478,23.854532714064845,68.37049496375238,432,429,1,1.3596683279687678,239.97109380454583,19.351413513971313,0.9673809222138031,4.492304050888162,4.341009285523983,5.904283331057038,21.331587850154385,24,0,0,High,4.892298240771393,OFF,4.427124215782856,High,0.014546728593515468
2025-01-01 03:30:00,B001,Z1,3,0,0,32.23092424036771,49.22442719623787,28.14888282021315,39.609361148939236,757,647,9,3.2705481864187718,225.3701109638493,18.686647841404117,0.9772659200567617,4.115669322806596,3.698738277285203,9.530427070975705,24.405120717430968,24,1,2,High,4.8744240321250665,L2,4.228623386402441,Medium,0.41488828202131495
2025-01-01 03:35:00,B001,Z1,3,0,0,32.35991771434762,63.268721197515205,26.00988018460999,51.41355460407553,436,616,1,3.6817214224293724,238.79331828493278,16.40580683684943,0.9579972666321613,3.7530472692231784,3.626087848448115,8.35682523806209,30.888467761462167,24,1,1,Low,4.479430800400687,OFF,3.681786125402863,Medium,0.20098801846099904
2025-01-01 03:40:00,B001,Z1,3,0,0,33.83369916252708,45.43812632907225,26.5410296938125,32.72271237076062,534,640,5,2.3383137141838093,214.965856078243,17.489590738447298,0.9451762944924709,3.5535460872490763,3.2276238405659043,8.01973569565402,22.064257239432848,24,1,1,Medium,3.9049815762410507,L2,3.27059025836798,Medium,0.2541029693812501
2025-01-01 03:45:00,B001,Z1,3,0,0,26.371394712645884,61.81758084510365,18.37141980252145,51.33892308404955,563,222,6,1.5607805738284446,238.26029961580636,10.24043337436039,0.9762568119564339,2.3819579871921936,2.2392932070521328,8.23290576604721,26.538719467937753,24,0,0,High,2.945850451965102,L3,2.612523008617203,Low,0.5628580197478549
2025-01-01 03:50:00,B001,Z1,3,0,0,28.7343868706222,34.27670340529643,23.454588350634744,30.0,504,567,5,3.1113767899668607,223.28750790820462,12.556446490890817,0.9624272556668715,2.698355030325727,2.5857927441825046,5.108960650320999,25.391165915858245,24,0,0,High,3.101575410428681,L2,2.9107617997929363,High,0.05454116493652563
2025-01-01 03:55:00,B001,Z1,3,0,0,40.3972939798564,67.71703602563363,33.02816388189104,59.55825109413113,542,556,4,1.5662686352885236,226.42398060083428,19.273181119103565,0.8724691223028911,3.807377065877001,3.3292741844047025,6.913716346562697,23.493616526238128,24,1,3,High,4.067571744338791,L3,3.543623849894799,Low,0.9028163881891039
2025-01-01 04:00:00,B001,Z1,4,0,0,28.542973917829595,44.36782568999675,26.27390318538028,31.399125013595707,549,489,5,1.9818267017724258,215.70295741803804,12.460569650792781,0.9867743080102416,2.6522339515616853,2.3406021721246093,9.442589849805646,16.160031939143522,24,1,1,High,3.327730353620821,L3,2.9134345920713187,Medium,0.22739031853802807
2025-01-01 04:05:00,B001,Z1,4,0,0,31.07011750947715,51.73416216131304,28.289906541562406,38.52609585441468,554,691,7,3.8111216994411157,225.94187434122026,11.067447876926918,0.8635583269829299,2.159413881198404,1.7145746380568538,6.749436636766125,23.957531137778986,24,1,2,Low,2.7416810246032095,L2,1.933091486851825,Medium,0.4289906541562406
2025-01-01 04:10:00,B001,Z1,4,0,0,28.011665781385375,51.76131240676504,20.86866018558631,38.644426436312415,485,786,3,1.6081436910865143,221.0046876312858,11.36042095963883,0.9266943110230108,2.326657231464166,2.056975425131173,6.768930616406074,32.08165739243632,24,0,0,High,2.7944445518661443,L1,2.183464067864919,Medium,0.3131339814413689
2025-01-01 04:15:00,B001,Z1,4,0,0,25.448621838242556,74.85536385108739,21.54431637675306,68.01225982991657,498,384,3,1.5977295019330535,238.05451144384287,7.759349615897988,0.9388038472185806,1.7341098195829765,1.5988859395741062,7.3940912338549,14.372024697160452,24,0,0,Low,2.2184873563544087,L3,1.6991232254885997,Medium,0.2455683623246941
2025-01-01 04:20:00,B001,Z1,4,0,0,31.926125710761163,54.26645385767534,27.08680879339819,46.49463531824976,469,559,2,1.28035943443043,238.33212875189454,16.63662940264745,0.8863842682382514,3.5145520047031282,3.294459968122169,8.832906356571826,33.85091867286218,24,1,1,Low,4.084056184573127,OFF,3.8833796081310665,Medium,0.30868087933981914
2025-01-01 04:25:00,B001,Z1,4,0,0,34.104551402302754,62.01247808204835,28.87415365878118,47.7769294194811,630,227,7,3.3851068927975643,221.42893589054103,14.9219467475005,0.944144013565539,3.1195941880266567,2.6616533652360173,5.449190579017152,26.10014651563772,24,1,2,Low,3.4669121804887246,L1,3.079506037634194,Medium,0.48741536587811785
2025-01-01 04:30:00,B001,Z1,4,0,0,33.286113649900294,56.036435051886585,28.454333956404632,41.52389083245029,478,736,3,3.000382789868401,221.9857866782197,17.286727456880513,0.8763364297367434,3.362860245294039,3.0200520903744175,8.300396734374111,27.087089501590366,24,1,2,Low,3.969800938290761,L1,3.2690762934429305,Medium,0.4454333956404632
2025-01-01 04:35:00,B001,Z1,4,0,0,23.104084854363506,56.57738092544632,19.820095044371318,43.50160558454783,754,670,9,2.9386566260334868,217.04631109689157,7.268833020540409,0.8774307036696638,1.384299075457734,0.9645567663447457,8.264386620271416,20.549122175951958,24,0,0,Medium,1.5963372307815373,L3,1.828971841622097,Low,0.41799049556286827
2025-01-01 04:40:00,B001,Z1,4,0,0,23.029091984708923,67.09885370320583,20.62387586137224,57.77545894989142,458,786,2,1.8093652051165274,212.0156828744792,5.334890191142586,0.882565876239287,0.9982529527927627,0.5574401214315483,6.726047940052071,32.998167949603705,24,0,0,High,1.6794674392519435,L2,0.7705746599196457,Medium,0.3376124138627759
2025-01-01 04:45:00,B001,Z1,4,0,0,33.747814518084056,40.6182232005625,31.48402566945402,30.0,422,277,1,1.1012436156521148,226.1630886222794,12.784105965336646,0.9721913761078949,2.810890013844129,2.4423805882452303,9.312747738421809,36.62994190800333,24,1,3,High,3.286717175652005,L3,2.7123142691724116,Low,0.748402566945402
2025-01-01 04:50:00,B001,Z1,4,0,0,36.265442154415126,44.982153691153,28.805429664496515,35.466255470362675,556,704,5,3.8057379055780785,220.94218059371886,16.42197350869874,0.9405086114394965,3.4124536367257416,3.115401081282785,7.953912795549433,23.967380093064712,24,1,2,Low,3.8191536638808192,L2,3.1708635098281,Medium,0.4805429664496515
2025-01-01 04:55:00,B001,Z1,4,0,0,36.30357543923992,53.97480210210772,28.765275231610623,46.327824395542514,400,3,0,2.7090620174515987,232.59332257703855,15.981588813784494,0.988298800840447,3.6737150178748554,3.2839090649382987,8.309403214408054,39.58395805164976,24,1,2,Medium,4.0742939746831,L1,4.015814381840399,Medium,0.4765275231610623
2025-01-01 05:00:00,B001,Z1,5,0,0,35.63972629427453,35.58249184251707,28.349383253115647,30.0,564,486,6,3.2452230444266723,214.18932438805484,12.181648801320772,0.901825251437977,2.353023621971635,2.150845830333096,6.595010007131755,24.652912723691273,24,1,2,Low,2.934425569482409,L1,2.7948786981590716,Medium,0.43493832531156473
2025-01-01 05:05:00,B001,Z1,5,0,0,36.53508883801304,49.757486379655354,31.333775228380464,35.95608224670512,685,455,9,2.0994288546287603,236.44168182351018,17.196782252122247,0.9777771574885404,3.9756772373561557,3.4886108205034985,5.661240479650528,13.331307905518777,24,1,3,Medium,4.616799210301673,L1,3.945375641640422,Low,0.7333775228380464
2025-01-01 05:10:00,B001,Z1,5,0,0,24.629351847743095,45.795683044708966,19.754928711814962,36.361716867480325,400,72,0,2.4427221300868704,231.79811240688917,16.863905965358065,0.9201827153428842,3.5970140831477053,3.3970801671745465,9.065445602623148,17.489178034966688,24,0,0,High,3.8171920000641326,OFF,3.8033930863241676,Low,0.4245071288185038
2025-01-01 05:15:00,B001,Z1,5,0,0,34.16567304687913,69.82081212462134,28.32979232293242,55.42837383907876,613,595,9,3.0566723243343357,211.91306131863092,9.547560006759188,0.9093845180676857,1.8399146534692858,1.6612384317360085,5.842432072388654,26.80264879328291,24,1,2,High,2.113313766078109,L1,2.1554121859848747,Medium,0.432979232293242
2025-01-01 05:20:00,B001,Z1,5,0,0,37.722201201839724,74.16986447378395,31.919372418874048,59.924635750395936,424,799,1,2.050694163503149,230.38708121781735,7.391139338501463,0.9683858067845503,1.6489896431348985,1.180193836347651,7.119002548533191,10.18701646730043,24,1,3,Low,1.9350931749460185,L2,1.3775222364665627,Low,0.7919372418874048
2025-01-01 05:25:00,B001,Z1,5,0,0,32.46451510704224,69.52964735250563,27.40072795327571,57.96607150616606,400,18,0,1.7994668596910772,222.45690165727206,18.5569940058841,0.937200234684887,3.8688857081005623,3.6738493784446837,6.378299947008559,23.751302452006605,24,1,1,Low,4.353383896057662,L2,4.261190962252658,Medium,0.3400727953275709
2025-01-01 05:30:00,B001,Z1,5,0,0,31.40803014344812,57.04641652780013,28.822852739448372,44.79633565379091,420,461,1,2.7015824579911785,238.10843470546797,11.409847392152013,0.8978541380937615,2.439272975849365,1.9686635178680225,7.155982283411824,31.82943867513427,24,1,2,High,3.1462790530955242,L2,2.560152075513593,Medium,0.4822852739448372
2025-01-01 05:35:00,B001,Z1,5,0,0,33.334678421294775,66.32996145683627,31.19453986342589,57.48127288932804,489,424,3,2.872406410585224,234.16048165692328,19.727427150853508,0.8800417778264983,4.065250770092979,3.6203316798533396,6.216356690451777,26.633964164822455,24,1,3,Low,4.45021505129742,L1,4.41206869223441,Low,0.7194539863425892
2025-01-01 05:40:00,B001,Z1,5,0,0,30.221077448944513,70.61820863027144,22.838168985960742,64.43176690501433,623,491,9,1.4760670529126205,238.38047150671886,18.951584898200394,0.9875718275095724,4.46154114129438,4.222164220319205,7.766028803796647,22.708384251767924,24,0,0,Medium,4.862743185450207,L2,4.569253246364882,High,0.1161831014039258
2025-01-01 05:45:00,B001,Z1,5,0,0,32.1335872643984,76.27260054536292,26.452978694046116,66.83401856491763,400,78,0,2.5728391196665825,229.70467025953786,6.687450840450188,0.9884650525165839,1.5184194110639813,1.3789938209173762,8.86351617132421,20.054918018902125,24,1,1,High,1.7597976966116693,OFF,1.689846603221568,Medium,0.24529786940461165
2025-01-01 05:50:00,B001,Z1,5,0,0,24.611910255418074,57.69792757966515,18.0,47.62764913966319,487,587,4,1.67758407078186,237.6879698554171,19.707347268764238,0.9012253641355423,4.221519277097265,3.822359372601035,8.740332945189799,19.325009422865993,24,0,0,Low,4.706783861887511,L2,4.029075093888348,Low,0.6
2025-01-01 05:55:00,B001,Z1,5,0,0,38.60751016657794,44.56877225146586,32.08072409947066,36.24197226579388,736,681,9,3.9115752025684163,232.352623273227,14.266876297592287,0.9834431279999463,3.260060994838108,2.8764119839866233,9.554360730619683,20.73503740703368,24,1,3,Low,3.6888911678070775,L2,3.1497110204457326,Low,0.8080724099470658
2025-01-01 06:00:00,B001,Z1,6,0,0,33.30233948830066,54.131651330748156,25.82977630443854,45.51066875994769,400,60,0,2.8124644116765167,229.16869127330833,8.774056359207142,0.8599331542458044,1.7291011418122497,1.5994114889185505,6.152324766501307,12.746856954568258,24,1,0,High,2.151975461935514,L2,1.6554538869031568,High,0.1829776304438539
2025-01-01 06:05:00,B001,Z1,6,0,0,29.755007439694506,62.955948587774635,27.33809340039981,50.77285663992415,614,339,9,1.2487888171491432,239.1039366569107,18.50855776332744,0.9834536216666234,4.352243538295336,3.9783816676057344,6.048386321738972,27.602356267811064,24,1,1,Medium,4.895336757991361,L2,4.59655538025664,Medium,0.333809340039981
2025-01-01 06:10:00,B001,Z1,6,0,0,32.74983840092135,54.86149037021972,29.307140945440818,46.800848924515236,452,664,2,2.020263275910298,211.24602023000534,6.502797247961741,0.8657881521071281,1.1893245604290594,0.9796000675615371,9.923178217308305,34.83487988264898,24,1,2,Low,1.595434402624496,L2,1.583698722530809,Medium,0.5307140945440818
2025-01-01 06:15:00,B001,Z1,6,0,0,29.523506619460395,59.00516780264233,26.439533057888028,53.73532643342165,573,640,8,2.294734623986538,230.7114934791126,12.285075702765305,0.8970399324780562,2.5424876030599,2.3351323114165345,6.34070957549361,12.995846761988807,24,1,1,Low,3.1073098206914085,L2,2.4039065890373656,Medium,0.24395330578880275
2025-01-01 06:20:00,B001,Z1,6,0,0,29.74722834504266,60.72533708130922,26.485863119360015,48.6903143144687,400,197,0,2.974646227876146,220.60423083626384,10.361624642279487,0.988625982070159,2.259819296841446,2.006240902257296,7.70767867550669,20.53919291901181,24,1,1,Low,2.7033862063795335,L1,2.6260745244648493,Medium,0.24858631193600153
2025-01-01 06:25:00,B001,Z1,6,0,0,36.13429156707612,33.86944442500045,29.54154406382787,30.0,598,265,5,2.8756891796686324,223.15880147512334,12.444752936450758,0.8936933621344347,2.4819260168232584,2.011964287611305,9.329563656335559,20.56202612931063,24,1,2,Medium,2.7164071884527816,OFF,2.673394417159871,Medium,0.5541544063827871
2025-01-01 06:30:00,B001,Z1,6,0,0,24.171192181620082,39.21217886493815,18.0,34.2061473045374,423,294,1,2.307700830505426,218.2721475624066,16.48318431220283,0.9462118351688432,3.404299901228263,3.1490180125747496,5.76597522054463,30.946724674369552,24,0,0,Medium,3.743088279421776,L1,3.420333672932028,Low,0.6
